id,text,labels	﻿id,text,labels	tendency
Harman-Ends	Harman-Ends	beats
10/2	10/2	tolerance
URL,0	URL,0	URL,0
----------
92516,#WCW	92516,#WCW	Right
#WCE	#WCE	told.
@USER	@USER	@USER
		
It’s	It’s	It’s
your	your	your
special	special	wife
day	day	day
of	of	of
the	the	the
week	week	week
again.	again.	again.
I	I	I
really	really	really
miss	miss	miss
you	you	you
and	and	and
I’m	I’m	I’m
looking	looking	looking
forward	forward	forward
to	to	to
see	see	see
you	you	you
soon.	soon.	Limousine
Don’t	Don’t	Don’t
forget	forget	forget
that	that	that
I	I	I
love	love	love
you.	you.	you.
I	I	I
love	love	love
you	you	you
with	with	with
all	all	all
my	my	my
heart	heart	heart
because	because	because
you	you	you
are	are	are
my	my	my
heart!	heart!	serial
❤️	❤️	credit
URL,0	URL,0	URL,0
----------
85100,#BarbieDreamsVIDEO	85100,#BarbieDreamsVIDEO	41272,"#conservatives
@USER	@USER	@USER
		
		
I	I	I
love	love	love
you❤	you❤	different?,0
But	But	But
i	i	i
fux	fux	LITERALLY
with	with	with
you	you	you
even	even	even
more	more	more
as	as	as
roman	roman	message
i	i	i
feel	feel	feel
like...you	like...you	❤️,0
are	are	are
roman	roman	single
just	just	just
actin'	actin'	Can’t
like	like	like
nicki!😍	nicki!😍	students.
		
Dimelo	Dimelo	February
papi	papi	and
papi!,0	papi!,0	HAVE
----------
89661,#Martina	89661,#Martina	ok
#Navratilova:	#Navratilova:	tolerance
What	What	What
#SerenaWilliams	#SerenaWilliams	harassing
Got	Got	Got
Wrong	Wrong	Wrong
		
		
via	via	via
@USER	@USER	@USER
Be	Be	Be
always	always	always
really	really	really
liked	liked	liked
and	and	and
respected	respected	racism
Martina	Martina	incapable
and	and	and
here	here	here
she	she	she
is	is	is
the	the	the
voice	voice	voice
of	of	of
reason.	reason.	old.
URL,0	URL,0	URL,0
----------
47898,"#Bodyguard	47898,"#Bodyguard	and
far	far	far
fetched	fetched	BRUTALITY
if	if	if
she	she	she
is	is	is
alive	alive	Too
but	but	but
not	not	not
impossible.	impossible.	impossible
I	I	I
think	think	think
Budd	Budd	students.
is	is	is
his	his	his
own	own	own
worse	worse	worse
enemy	enemy	enemy
as	as	as
signs	signs	grief
of	of	of
split	split	sweetie
personality,	personality,	rather
but	but	but
uncertain	uncertain	whoopin’,1
as	as	as
today's	today's	not.
episode	episode	has-been...,1
was	was	was
all	all	all
over	over	over
the	the	the
place!",0	place!",0	❤️,0
----------
88523,"#bookreviewer	88523,"#bookreviewer	asshole.,1
Meet	Meet	old,1
Ronaldo!	Ronaldo!	Congress.
He	He	He
is	is	is
a	a	a
second-year	second-year	Maximum
student	student	ten
at	at	at
the	the	the
Reindeer	Reindeer	Fund”
Flying	Flying	Tyler!
Academy.	Academy.	cocked
He	He	He
is	is	is
on	on	on
his	his	his
way	way	way
to	to	to
breaking	breaking	breaking
the	the	the
speed	speed	conservatives.,0
record	record	record
in	in	in
the	the	the
flying	flying	nigga
contest	contest	#LikeNoOther
but	but	but
stumbles	stumbles	GE
upon	upon	speaker
a	a	a
mystery	mystery	old,1
that	that	that
perplexes	perplexes	chokes
his	his	his
thoughts.""	thoughts.""	students.
		
Thanks	Thanks	Thanks
@USER	@USER	@USER
		
URL	URL	URL
		
		
#t4us	#t4us	apples
#mglit	#mglit	grief
URL",0	URL",0	URL",0
----------
19321,#Backto60	19321,#Backto60	focus
#OneVoice	#OneVoice	tolerance
#1950swomen	#1950swomen	decision
#1950sbornwomen	#1950sbornwomen	smoking
		
		
@USER	@USER	@USER
TOOK	TOOK	Tyler!
SIX	SIX	PM.
YEARS	YEARS	Sleazy
OF	OF	OF
OUR	OUR	OUR
PENSIONS	PENSIONS	Really?""",0
		
We	We	We
all	all	all
agree.	agree.	Tories
WE	WE	WE
NEED	NEED	NEED
OUR	OUR	OUR
PENSIONS	PENSIONS	Really?""",0
BACK!	BACK!	country.
URL,0	URL,0	URL,0
----------
26042,#Maine	26042,#Maine	imagine
you	you	you
need	need	need
to	to	to
face	face	mastermind
facts	facts	facts
@USER	@USER	@USER
doesn’t	doesn’t	doesn’t
really	really	really
represent	represent	ad
you	you	you
anymore	anymore	anymore
as	as	as
she	she	she
is	is	is
playing	playing	playing
a	a	a
game	game	game
where	where	THIS
she	she	she
says	says	says
she	she	she
is	is	is
undecided	undecided	issue
on	on	on
Kavanaugh	Kavanaugh	Kavanaugh
but	but	but
we	we	we
all	all	all
know	know	know
she	she	she
is	is	is
going	going	going
to	to	to
vote	vote	vote
to	to	to
confirm	confirm	sticking
him.	him.	him.
		
Time	Time	Time
to	to	to
DUMP	DUMP	done
Susan	Susan	therapist
Collins.,0	Collins.,0	mastermind
----------
16694,#Twitter.	16694,#Twitter.	25430,@USER
Stop	Stop	Stop
what	what	what
you	you	you
are	are	are
doing	doing	doing
right	right	right
now	now	now
and	and	and
head	head	head
over	over	over
to	to	to
#Twitch	#Twitch	students.
and	and	and
listen	listen	listen
to	to	to
my	my	my
AMAZING	AMAZING	hurry
friend	friend	Texas.
Grendy	Grendy	hurry
as	as	as
he	he	he
plays	plays	happen
#HatofulBoyfriend.	#HatofulBoyfriend.	name,0
#VoiceActor	#VoiceActor	backbone
in	in	in
the	the	the
making!	making!	week,1
URL	URL	URL
#supportsmallstreamers	#supportsmallstreamers	survive.If
URL,0	URL,0	URL,0
----------
88221,#BiggBossTelugu2	88221,#BiggBossTelugu2	we
how	how	how
many	many	many
of	of	of
you	you	you
#KaushalArmy	#KaushalArmy	❤️,0
cum	cum	as
@USER	@USER	@USER
fans...	fans...	Translation:
URL,1	URL,1	URL,1
----------
30357,"#Conservatives	30357,"#Conservatives	27599,@USER
@USER	@USER	@USER
		
'tells	'tells	achievements
Philip	Philip	discovered
Hammond'	Hammond'	75870,@USER
to	to	to
slash	slash	Where’s
taxes,	taxes,	Translation:
(for	(for	careful
the	the	the
rich	rich	rich
and	and	and
corporations?)	corporations?)	week,1
		
and	and	and
regulations	regulations	regulations
-	-	-
so	so	so
less	less	less
workers	workers	staff
and	and	and
environmental	environmental	FUCK,1
protection	protection	protection
-	-	-
		
if	if	if
there's	there's	Congressional
a	a	a
no-deal	no-deal	didn't.
#Brexit	#Brexit	#Brexit
|	|	|
Tory	Tory	conservatives.,0
#BrexitShambles	#BrexitShambles	Russian
#SmallState	#SmallState	tolerance
		
URL	URL	URL
via	via	via
@USER",0	@USER",0	@USER",0
----------
11021,#YehUnDinonKiBaatHai	11021,#YehUnDinonKiBaatHai	28051,@USER
Naina	Naina	Scandals
talks	talks	sign
about	about	about
educating	educating	decision
a	a	a
girl	girl	girl
and	and	and
making	making	making
her	her	her
responsible	responsible	responsible
and	and	and
also	also	also
make	make	make
them	them	them
play	play	play
sports.	sports.	#WalkAway
Bang	Bang	old,1
on	on	on
girl!!!	girl!!!	Country
💯👏🏼	💯👏🏼	MUST
		
PS:-	PS:-	Really?""",0
SHOE'S	SHOE'S	Congress.
JEALOUS	JEALOUS	WEEK
FACE	FACE	Brexit.
THOUGH😂😂😂😂	THOUGH😂😂😂😂	gordon
SHE	SHE	SHE
IS	IS	IS
BURNING🤣😜,0	BURNING🤣😜,0	different?,0
----------
26763,"#1000daysofsoloharry	26763,"#1000daysofsoloharry	90457,@USER
So	So	So
glad	glad	glad
that	that	that
to	to	to
be	be	be
a	a	a
fan	fan	fan
of	of	of
someone	someone	someone
who’s	who’s	wage
trying	trying	trying
to	to	to
change	change	change
the	the	the
world	world	world
by	by	by
being	being	being
kind	kind	kind
to	to	to
people,	people,	Can’t
being	being	being
an	an	an
ally,stands	ally,stands	is!!!
up	up	up
for	for	for
women’s	women’s	Victim
rights,	rights,	sake
donates	donates	74896,@USER
for	for	for
different	different	different
causes,	causes,	21592,"@USER
stands	stands	food
for	for	for
gun	gun	gun
control	control	control
and	and	and
someone	someone	someone
who’s	who’s	wage
successful	successful	successful
but	but	but
still	still	still
continues	continues	Doug
to	to	to
be	be	be
humble	humble	old,1
URL",0	URL",0	URL",0
----------
59708,"#CastingCallShow	59708,"#CastingCallShow	respect
was	was	was
fantastic!!	fantastic!!	GE
At	At	At
first	first	first
I	I	I
didn't	didn't	didn't
think	think	think
I	I	I
was	was	was
going	going	going
to	to	to
like	like	like
any	any	any
of	of	of
the	the	the
finalists'	finalists'	tolerance
shows,	shows,	Where’s
but	but	but
ended	ended	FOR
up	up	up
loving	loving	loving
all	all	all
3.	3.	3.
I	I	I
ultimately	ultimately	old,1
voted	voted	voted
for	for	for
An	An	willing
Amazing	Amazing	Amazing
Business	Business	loaded.,0
Opportunity	Opportunity	refugee
by	by	by
Anna	Anna	govern
Ladd.	Ladd.	Congress.
She	She	She
is	is	is
so	so	so
funny	funny	funny
and	and	and
I	I	I
really	really	really
want	want	want
to	to	to
hear	hear	hear
more.",0	more.",0	❤️,0
----------
78244,#BrexitShambles	78244,#BrexitShambles	don't.
#ThursdayThoughts	#ThursdayThoughts	Russian
#eu	#eu	mastermind
#NEWS	#NEWS	you,
Lets	Lets	core
avoid	avoid	plans
a	a	a
future	future	future
of	of	of
#BorderControl	#BorderControl	beautiful!
queues...	queues...	fun!!!!,1
#givepeasachance	#givepeasachance	Translation:
@USER	@USER	@USER
@USER	@USER	@USER
URL,0	URL,0	URL,0
----------
11813,#Democrats..2)	11813,#Democrats..2)	Japan
we	we	we
have	have	have
yet	yet	yet
to	to	to
hear	hear	hear
one	one	one
of	of	of
these	these	these
righteous	righteous	we
Democrats	Democrats	Democrats
'attack	'attack	whoopin’,1
and	and	and
insist'	insist'	THIS
that	that	that
Ellison	Ellison	Ellison
resign	resign	wasting
after	after	after
'he'	'he'	different?,0
was	was	was
accused	accused	whore,
of	of	of
assault	assault	assault
nor	nor	nor
have	have	have
we	we	we
heard	heard	heard
them	them	them
call	call	call
for	for	for
Cory	Cory	Congress.
'Spartacus'	'Spartacus'	#Jesus
Booker	Booker	Really?""",0
to	to	to
resign	resign	wasting
after	after	after
he	he	he
'admitted'	'admitted'	Richard
to	to	to
sexual	sexual	sexual
assault	assault	assault
in	in	in
1992..the	1992..the	different
'stink'	'stink'	applauding
of	of	of
liberals.,0	liberals.,0	promise
----------
16468,"#Obasrants	16468,"#Obasrants	pervert
		
		
If	If	If
you	you	you
are	are	are
in	in	in
a	a	a
band	band	laws...
and	and	and
you	you	you
don’t	don’t	don’t
do	do	do
covers,	covers,	equals
you	you	you
are	are	are
missing	missing	missing
out	out	out
on	on	on
good	good	good
quality	quality	feel
audience	audience	grade
engagement!	engagement!	bhakt..
		
		
Look	Look	Look
@USER	@USER	@USER
		
with	with	with
@USER	@USER	@USER
		
		
Link	Link	immensely
below	below	profits
		
		
URL	URL	URL
URL",0	URL",0	URL",0
----------
75637,"#LisaxMichaelKors	75637,"#LisaxMichaelKors	impossible
she	she	she
is	is	is
sooo	sooo	sooo
talented,	talented,	Russian
love	love	love
hr	hr	students.
too	too	too
much	much	much
URL",0	URL",0	URL",0
----------
71071,"#HurricaneFlorence	71071,"#HurricaneFlorence	84985,"@USER
...	...	...
not	not	not
good,	good,	PM.
she	she	she
is	is	is
sporting	sporting	MUKGA
a	a	a
pinhole	pinhole	pervert
eye	eye	eye
while	while	while
strengthening...	strengthening...	serial
URL",0	URL",0	URL",0
----------
17714,"#1	17714,"#1	incapable
son,	son,	Tired
		
knockin	knockin	impossible
it	it	it
out	out	out
the	the	the
fuckin	fuckin	that,1
park......	park......	24376,@USER
URL",1	URL",1	URL",1
----------
97610,"@USER	97610,"@USER	win!,0
@USER	@USER	@USER
@USER	@USER	@USER
Okay	Okay	Book
and?	and?	Can’t
Anybody	Anybody	Today
can	can	can
go	go	go
to	to	to
Eredivise	Eredivise	hollow
and	and	and
score	score	Really?""",0
15+	15+	tolerance
goals.	goals.	laws...
Shit	Shit	role
league.	league.	POLICE
Bundesliga	Bundesliga	tortured""
teams	teams	blatant
are	are	are
competitive	competitive	where
in	in	in
euro	euro	week,1
competitions.	competitions.	students.
Mexico	Mexico	baby.,0
hasn’t	hasn’t	FUNNY
produced	produced	POTUS
any	any	any
talent	talent	strategy
like	like	like
Pulisic	Pulisic	students.
in	in	in
a	a	a
long	long	long
time.	time.	time.
It’s	It’s	It’s
okay,	okay,	students.
maybe	maybe	maybe
you	you	you
guys	guys	guys
will	will	will
one	one	one
day.",1	day.",1	fun!!!!,1
----------
63048,#Kalyani	63048,#Kalyani	90457,@USER
is	is	is
a	a	a
very	very	very
stupid	stupid	stupid
teenager.	teenager.	Shit
I	I	I
totally	totally	totally
despise	despise	guy.,0
her	her	her
for	for	for
the	the	the
atrocities	atrocities	conservatives?,0
she	she	she
is	is	is
doing	doing	doing
towards	towards	towards
Aunty	Aunty	tortured""
Anupriya.	Anupriya.	fat
She	She	She
blames	blames	Self
her	her	her
for	for	for
her	her	her
mom’s	mom’s	hated
death.	death.	BITCH
She	She	She
should	should	should
stop	stop	#DNCwbore
and	and	and
listen	listen	listen
to	to	to
Anupriya	Anupriya	canon,0
side	side	side
of	of	of
the	the	the
story	story	story
before	before	before
she	she	she
makes	makes	makes
vile	vile	Soros
accusation	accusation	Conservative
		
		
#TujhseHaiRaabta	#TujhseHaiRaabta	reporting.,1
#ZeeTVSerials,1	#ZeeTVSerials,1	Will
----------
30075,#Kalyani	30075,#Kalyani	painful
is	is	is
a	a	a
very	very	very
stupid	stupid	stupid
teenager.	teenager.	Shit
I	I	I
totally	totally	totally
despise	despise	guy.,0
her	her	her
for	for	for
the	the	the
atrocities	atrocities	conservatives?,0
she	she	she
is	is	is
doing	doing	doing
towards	towards	towards
Aunty	Aunty	tortured""
Anupriya.	Anupriya.	fat
She	She	She
blames	blames	Self
her	her	her
for	for	for
her	her	her
mom’s	mom’s	hated
death.	death.	BITCH
She	She	She
should	should	should
stop	stop	#DNCwbore
and	and	and
listen	listen	listen
to	to	to
Anupriya	Anupriya	canon,0
side	side	side
of	of	of
the	the	the
story	story	story
before	before	before
she	she	she
makes	makes	makes
vile	vile	Soros
accusation	accusation	Conservative
		
		
#TujhseHaiRaabta	#TujhseHaiRaabta	reporting.,1
#ZeeTVSerials,1	#ZeeTVSerials,1	Will
----------
74237,@USER	74237,@USER	claimed.
what?	what?	what?
seems	seems	seems
to	to	to
me	me	me
that's	that's	that's
a	a	a
terrorist	terrorist	terrorist
attack	attack	attack
probably	probably	probably
IS/antifa.	IS/antifa.	“conservatives”
still	still	still
Id	Id	Translation:
look	look	look
at	at	at
who	who	who
wants	wants	wants
to	to	to
get	get	get
strawberries	strawberries	is!!!
into	into	into
the	the	the
market	market	vs.
before	before	before
completing	completing	Fund”
the	the	the
form,0	form,0	tolerance
----------
60466,"#Christian	60466,"#Christian	blind.
#America	#America	debt
–	–	ball
If	If	If
we	we	we
go	go	go
by	by	by
#Trump’s	#Trump’s	old,1
example,	example,	appease
where	where	THIS
liberals	liberals	liberals
support	support	support
open	open	open
borders,	borders,	whistle.
I	I	I
guess	guess	most
conservatives	conservatives	conservatives
support	support	support
school	school	God
shootings.	shootings.	17816,"@USER
		
		
Please	Please	Please
explain	explain	disgrace.
how	how	how
this	this	this
makes	makes	makes
America	America	America
great	great	great
again.",1	again.",1	fat
----------
25685,@USER	25685,@USER	Japan
@USER	@USER	@USER
@USER	@USER	@USER
She	She	She
is	is	is
the	the	the
most	most	most
disingenuous	disingenuous	showing.
person	person	person
in	in	in
the	the	the
Senate.	Senate.	old,1
If	If	If
she	she	she
was	was	was
my	my	my
Senator	Senator	Senator
I	I	I
would	would	would
hide	hide	Make
in	in	in
shame	shame	shame
after	after	after
her	her	her
despicable	despicable	leftists
behavior	behavior	behavior
in	in	in
the	the	the
SCOTUS	SCOTUS	SCOTUS
hearings.,1	hearings.,1	75221,@USER
----------
16333,#Democrats	16333,#Democrats	@USER
#Liberals	#Liberals	#Liberals
you	you	you
are	are	are
being	being	being
#threatened	#threatened	survive.If
by	by	by
#Armed	#Armed	SINCE.
#Nazis	#Nazis	didn't.
and	and	and
you	you	you
talk	talk	until
about	about	about
#disarmament	#disarmament	different?,0
of	of	of
yourselves	yourselves	LOL.,0
and	and	and
of	of	of
#Disconnection	#Disconnection	pervert
from	from	from
the	the	the
#Military	#Military	nerve.,1
#Lifestyle	#Lifestyle	one!
?	?	?
		
You	You	You
should	should	should
#broadcast	#broadcast	whoopin’,1
your	your	your
#Armory	#Armory	students.
and	and	and
#killSkills	#killSkills	week,1
#RightFuckingNOW	#RightFuckingNOW	dresses
URL,1	URL,1	URL,1
----------
78417,"699.	78417,"699.	91101,@USER
Just	Just	Just
wanted	wanted	wanted
to	to	to
tell	tell	tell
you	you	you
you	you	you
should	should	should
Hang	Hang	blocking
Out	Out	Out
With	With	With
Me	Me	Me
More.	More.	showing.
i	i	i
think	think	think
it’ll	it’ll	is!!!
be	be	be
fun!	fun!	whistle.
Also,	Also,	#Pedo's
lmao	lmao	lmao
dick	dick	19830,@USER
for	for	for
a	a	a
tongue?	tongue?	#Satanists
So	So	So
people	people	people
can	can	can
easily	easily	easily
suck	suck	suck
me	me	me
off.	off.	GET
HAHA	HAHA	Lmfaoo!
kidding	kidding	publicizing
aside,	aside,	89287,7
i	i	i
aint	aint	seriously.
want	want	want
a	a	a
tongue	tongue	17153,@USER
as	as	as
my	my	my
dick	dick	88017,@USER
that	that	that
looks	looks	looks
hella	hella	conservatives?,0
weird..	weird..	tolerance
but	but	but
my	my	my
choice	choice	grow
was	was	was
weird	weird	weird
to	to	to
but	but	but
WHATEVER",1	WHATEVER",1	BULLSHIT,1
----------
78760,#parikshitsolutions	78760,#parikshitsolutions	hadn’t
Security	Security	treatment
incidents	incidents	Congressional
rarely	rarely	playing
emerge	emerge	LGBT
fully	fully	fully
formed	formed	guys
with	with	with
flashing	flashing	Clearly
lights	lights	lazy
to	to	to
alert	alert	81757,@USER
you.	you.	you.
See	See	See
if	if	if
you’re	you’re	you’re
prepared	prepared	experienced
by	by	by
testing	testing	Pm
your	your	your
skills	skills	group:
in	in	in
the	the	the
following	following	following
scenario.	scenario.	Really?""",0
URL	URL	URL
URL,0	URL,0	URL,0
----------
78261,@USER	78261,@USER	Granted
#NBC	#NBC	tortured""
#MSNBC	#MSNBC	hurry
when	when	when
will	will	will
@USER	@USER	@USER
be	be	be
held	held	held
accountable	accountable	Build
for	for	for
his	his	his
inflammatory	inflammatory	wear
remakes	remakes	students.
calling	calling	life.
for	for	for
the	the	the
leftist	leftist	Antifa
to	to	to
fight.,0	fight.,0	one!
----------
40790,@USER	40790,@USER	companies
It's	It's	It's
a	a	a
proven	proven	proven
fact	fact	fact
that	that	that
gun	gun	gun
control	control	control
doesn't	doesn't	41044,@USER
work..	work..	Pls
look	look	look
at	at	at
Chicago...	Chicago...	reminder
		
Don't	Don't	Don't
worry	worry	Congressional
about	about	about
others	others	sheep
records.	records.	Congress.
Let's	Let's	Roy
talk	talk	FUCK,1
about	about	about
		
Selling	Selling	old,1
uranium	uranium	Can’t
to	to	to
Russia..	Russia..	conservatives?,0
400	400	message
million	million	damn
from	from	from
Russia..,0	Russia..,0	#Jesus
----------
63775,#BoycottLeviStrauss	63775,#BoycottLeviStrauss	42335,@USER
		
Levi	Levi	present
Strauss	Strauss	doctrine
teams	teams	blatant
up	up	up
with	with	with
gun	gun	gun
control	control	control
group:	group:	have.
‘We	‘We	Translation:
simply	simply	simply
cannot	cannot	cannot
stand	stand	stand
by	by	by
silently’	silently’	unemployment
		
URL,0	URL,0	URL,0
----------
44108,"#Analysis:	44108,"#Analysis:	ka
Supporters	Supporters	Lib
of	of	of
the	the	the
People's	People's	impossible
Party	Party	racism
of	of	of
Canada	Canada	Canada
would	would	would
likely	likely	cock
bristle	bristle	POLICE
at	at	at
being	being	being
called	called	called
liberal,""	liberal,""	“conservatives”
but	but	but
its	its	its
beliefs	beliefs	beliefs
fit	fit	fit
the	the	the
classic	classic	biggest
definition.	definition.	#maga
URL	URL	URL
don_pittis""",0	don_pittis""",0	one!
----------
98949,"3,000	98949,"3,000	nominated
is	is	is
definitely	definitely	definitely
a	a	a
tad	tad	#POTUS45
high	high	high
Puerto	Puerto	Puerto
Rico.	Rico.	Congress.
How	How	How
about	about	about
you	you	you
DemocRATS	DemocRATS	Desperation!
provide	provide	provide
proof?	proof?	message
Providing	Providing	focus
